iter	RMSE
752	0.3708615904
753	0.3706747421
754	0.3705758192
755	0.3705149697
756	0.3703919963
757	0.3702893574
758	0.3701877916
759	0.3700488479
760	0.3698750324
761	0.3697873265
762	0.3696921712
763	0.3695314478
764	0.3693962497
765	0.3693007705
766	0.3692006333
767	0.3691050531
768	0.3688880001
769	0.3687885148
770	0.3685907516
771	0.3685180219
772	0.3684312104
773	0.3683516177
774	0.3682287976
775	0.3681045804
776	0.367972291
777	0.367866622
778	0.3677414546
779	0.3676052712
780	0.3674360794
781	0.3672971187
782	0.3671544546
783	0.3670664276
784	0.3669589556
785	0.3668526935
786	0.3667507963
787	0.3666068908
788	0.3665417528
789	0.3664552741
790	0.3663861898
791	0.3662041
792	0.3660847898
793	0.36597575
794	0.3658725974
795	0.3656924244
796	0.3655861583
797	0.3654770919
798	0.3653562103
799	0.3652975075
800	0.3651769935
801	0.3650072039
802	0.36490094
803	0.364776191
804	0.3646717328
805	0.3645250271
806	0.3644220515
807	0.3643533071
808	0.3642310024
809	0.3641312511
810	0.3640313631
811	0.3639551676
812	0.3638877368
813	0.3637745457
814	0.3635970757
815	0.3635419681
816	0.3634718855
817	0.3633572084
818	0.3631959319
819	0.36308962
820	0.362996723
821	0.362953211
822	0.362829442
823	0.3627079714
824	0.3626449465
825	0.3625576105
826	0.3624121715
827	0.3622700378
828	0.362215653
829	0.3621011298
830	0.3619798322
831	0.3618485099
832	0.3617753178
833	0.3616854103
834	0.3616164675
835	0.3614578616
836	0.3613450985
837	0.3612299206
838	0.3611242203
839	0.3610116862
840	0.3608759604
841	0.3607425922
842	0.3606883309
843	0.360569968
844	0.3604686042
845	0.3604049105
846	0.3602863291
847	0.3602430475
848	0.3601011256
849	0.359968977
850	0.359885388
851	0.359779897
852	0.3596294607
853	0.3595610904
854	0.3594570377
855	0.3594130758
856	0.359320285
857	0.3592303948
858	0.3591555684
859	0.3590405486
860	0.3589493604
861	0.3588052239
862	0.3586619043
863	0.3585305641
864	0.3584138359
865	0.3583478803
866	0.3582309303
867	0.3581518622
868	0.3580740284
869	0.3579159045
870	0.3578298185
871	0.35770367
872	0.3576193556
873	0.3575599789
874	0.3574588452
875	0.3573648271
876	0.357237004
877	0.3571833776
878	0.3570785407
879	0.3569711991
880	0.356890302
881	0.3567799534
882	0.3567137746
883	0.3566096905
884	0.3565251186
885	0.3564252952
886	0.3562898928
887	0.3562174777
888	0.3561593411
889	0.35608011
890	0.3559914565
891	0.35581878
892	0.355760906
893	0.355633601
894	0.3554921459
895	0.3553918264
896	0.3553087931
897	0.3552315201
898	0.3551057563
899	0.3550111508
900	0.3549594415
901	0.3548797188
902	0.3547744029
903	0.3547153183
904	0.3545699853
905	0.3544989207
906	0.3544389065
907	0.3543484615
908	0.3542031521
909	0.3541282312
910	0.3540311927
911	0.3539160372
912	0.3538446723
913	0.3537294321
914	0.3536636467
915	0.3535791634
916	0.3534571615
917	0.3533888206
918	0.3532867862
919	0.353233161
920	0.3531051019
921	0.3529854385
922	0.3528938555
923	0.3528049186
924	0.3526747071
925	0.352586628
926	0.3524611459
927	0.3524010144
928	0.352337476
929	0.352186188
930	0.3521421644
931	0.3520286894
932	0.3519484035
933	0.3518911626
934	0.3518011595
935	0.3517212014
936	0.3516435047
937	0.3515362224
938	0.3514625638
939	0.3513854291
940	0.3512748607
941	0.3512268222
942	0.351100767
943	0.3510347888
944	0.350936216
945	0.3508619605
946	0.3507779238
947	0.350655978
948	0.3505616809
949	0.3504588977
950	0.3504191609
951	0.3502963559
952	0.3501969002
953	0.3500870357
954	0.3499920098
955	0.3499012045
956	0.3497934139
957	0.3497125506
958	0.3495982449
959	0.3495592825
960	0.3494574292
961	0.3493812786
962	0.3492692326
963	0.349133754
964	0.3490447134
965	0.3489559756
966	0.3488743521
967	0.3487614768
968	0.3487030526
969	0.3485644917
970	0.3484814298
971	0.3483744268
972	0.3482973541
973	0.3481968558
974	0.348107602
975	0.3480675403
976	0.3479756916
977	0.3479080254
978	0.3477756934
979	0.3476556282
980	0.347574406
981	0.347508115
982	0.3474266886
983	0.3473414099
984	0.3472884601
985	0.3471608295
986	0.3470283401
987	0.3469240681
988	0.3468396091
989	0.3467535414
990	0.3465955469
991	0.3465245958
992	0.346460158
993	0.3464110928
994	0.3463633758
995	0.3462594853
996	0.3462109676
997	0.3461321668
998	0.3460555598
999	0.345989796
